country,source,post_id,title,text,comments,category,sentiment_score,upvotes,created_utc,url
Kenya,rss_www.who.int,urn:uuid:d9ddb341-77e5-4f57-b16a-1f79052af941,Strengthening alliances and building movements to end female genital mutilation,"Female genital mutilation is a violation of human rights that inflicts deep and lifelong physical, emotional and psychological scars on girls and women. This harmful practice affects more than 230 million girls and women today. An estimated 27 million more girls could endure this violation of their rights and dignity by 2030 if we do not take action now.



Today, on the International Day of Zero Tolerance for Female Genital Mutilation, and in response to the theme ""Stepping up the pace: Strengthening alliances and building movements to end female genital mutilation"", UNFPA, UNICEF and WHO reaffirm our commitment to work together with countries and communities to end this harmful practice – once and for all.



There is hope. Many countries have seen a decline in the prevalence of female genital mutilation. We are witnessing progress in countries like Kenya and Uganda, where collaborative action and community-led initiatives are proving that by strengthening alliances and building move",,health,,,1738743691.0,https://www.who.int/news/item/06-02-2025-strengthening-alliances-and-building-movements-to-end-female-genital-mutilation
Netherlands,rss_www.who.int,urn:uuid:49d2e931-ccf8-4cd2-803f-3dcf765d138a,WHO announces new collaborating centre on AI for health governance,"The World Health Organization (WHO) today designated the Digital Ethics Centre at Delft University of Technology in the Netherlands as a WHO Collaborating Centre on artificial intelligence (AI) for health governance.

AI has the potential to re-shape health care, save lives and improve health and well-being. However, harnessing its benefits for good requires collaboration from stakeholders committed to robust governance, ethical safeguards, and evidence-based policies.

The WHO Collaborating Centre designation recognizes the Digital Ethics Centre at Delft University of Technology's decades-long history of cutting-edge research on responsible innovation, and its leadership in incorporating ethical values into design requirements for digital technologies. This inauguration marks the continuation of a strong partnership between the Digital Ethics Centre and WHO with the two entities jointly organizing international consultations, workshops, and the development of normative guidance and tr",,health,,,1741259663.0,https://www.who.int/news/item/06-03-2025-who-announces-new-collaborating-centre-on-ai-for-health-governance
Niger,rss_www.who.int,urn:uuid:3e2507da-82d9-41c2-a256-6df0c233f0d6,WHO verifies Niger as the first country in the African Region to eliminate onchocerciasis,"The World Health Organization (WHO) congratulates Niger for having met the criteria for onchocerciasis elimination, making it the fifth country globally and the first country in Africa to be acknowledged by WHO for interrupting transmission of the parasite Onchocerca volvulus.

Eliminating a disease is a significant achievement that requires tireless dedication,” stated Dr Tedros Adhanom Ghebreyesus, WHO Director-General. “I congratulate Niger for its commitment to liberating its population from this blinding, stigmatizing illness that causes so much human suffering among the poorest. This success is yet another testament to the remarkable strides we have made against neglected tropical diseases and offers hope to other nations still battling onchocerciasis, demonstrating that elimination is possible.”

Onchocerciasis, commonly known as river blindness, is a parasitic disease and is the second leading infectious cause of blindness worldwide, after trachoma. It is transmitted to humans ",,health,,,1738205010.0,https://www.who.int/news/item/30-01-2025-who-verifies-niger-as-the-first-country-in-the-african-region-to-eliminate-onchocerciasis
Republic of the Congo,rss_www.who.int,urn:uuid:be9a803c-edfd-4dbe-93d4-d3da5c5333d7,"Dire health and humanitarian crisis in eastern Democratic Republic of the Congo prompts escalation of efforts by WHO, partners","The recent surge in violence in the eastern Democratic Republic of the Congo has led to significant loss of life, trauma, displacement, and the destruction of critical health infrastructure, exacerbating an already dire situation for millions of people.

The situation remains tense and volatile, and the health needs are immense. WHO remains on the ground, and has continued to respond to the health needs by providing lifesaving medical supplies, supporting health workers, and coordinating the emergency response.

Hospitals and morgues are overwhelmed. Since 26 January, 3082 injured and 843 dead have been reported from 31 health facilities in and around Goma, North Kivu.

With the alarming expansion of violence further south, 65 injuries were reported from 3 hospitals in South Kivu.

These numbers are expected to rise further as more injured people are able to reach health facilities and more dead bodies are gathered off the streets. Wound infections are a risk for those who have not bee",,health,,,1738897312.0,https://www.who.int/news/item/07-02-2025-dire-health-and-humanitarian-crisis-in-eastern-democratic-republic-of-the-congo-prompts-escalation-of-efforts-by-who--partners
Republic of the Congo,rss_www.who.int,urn:uuid:acb1ee43-7123-4ecd-af94-57be51cbd4e7,WHO launches US$ 1.5 billion Health Emergency Appeal to tackle unprecedented global health crises,"Conflict, climate change, epidemics, and displacement are converging to create an unparalleled global health crisis, with 305 million people in urgent need of humanitarian assistance in 2025. In response, the World Health Organization (WHO) is calling for US$ 1.5 billion for its 2025 Health Emergency Appeal (HEA), to support life-saving health interventions worldwide.

The appeal, launched today by WHO Director-General, Dr Tedros Adhanom Ghebreyesus, outlines the critical priorities and resources needed to address 42 ongoing health emergencies, including 17 Grade 3 crises – the most severe emergencies requiring the highest level of response. With health systems stretched to their limits and global financial resources dwindling, the US$ 1.5 billion are needed to help people facing the most difficult situations

“Conflicts, outbreaks, climate-related disasters and other health emergencies are no longer isolated or occasional – they are relentless, overlapping and intensifying,” said Dr T",,health,,,1737013460.0,https://www.who.int/news/item/16-01-2025-who-launches-us-1.5-billion-health-emergency-appeal-to-tackle-unprecedented-global-health-crises
Saudi Arabia,rss_www.who.int,urn:uuid:818d579a-6ea9-4b2d-b0e1-3bd194999192,WHO and the Kingdom of Saudi Arabia sign agreements in support of health priorities,"The Riyadh International Humanitarian Forum on 24-25 February 2025 brought together global partners from the humanitarian sector to discuss urgent health and humanitarian issues. It focused on advocacy for the survival, health diplomacy, well-being, and dignity of people affected by crises, as well as the security of aid workers. The forum, marking the 10th anniversary of the King Salman Humanitarian Aid and Relief Centre (KSRelief), witnessed key agreements and pledges aimed at addressing ongoing humanitarian challenges in the Middle East and beyond.

KSRelief Supervisor-General, Abdullah Al Rabeeah, and Dr Tedros Adhanom Ghebreyesus, WHO Director-General signing funding agreements in response to humanitarian crises. Photo by: WHO/Karim Yassmineh

WHO and KSrelief signed new agreements aimed at malaria prevention and cholera control in Yemen. This includes a US$ 12 million for malaria control and US$ 2.1 million to expand cholera treatment. Another agreement, worth US$ 3.6 million, wa",,health,,,1741245533.0,https://www.who.int/news/item/24-02-2025-who-and-the-kingdom-of-saudi-arabia-sign-agreements-in-support-of-health-priorities
Sudan,rss_www.who.int,urn:uuid:e9da87e5-359e-429e-b995-afcd3adada12,Groundbreaking Ebola vaccination trial launches today in Uganda,"In a global first, Uganda’s Ministry of Health, the World Health Organization (WHO) and other partners today launched a first-ever clinical efficacy trial for a vaccine from Ebola from the Sudan species of the virus, and at an unprecedented speed for a randomized vaccine trial, in an emergency. This is the first trial to assess the clinical efficacy of a vaccine against Ebola Sudan virus disease. IAVI, the provider of the vaccine, conducted trials for safety and immunogenicity. It is also the first clinical trial of the vaccine during an outbreak.

The principal investigators from Makerere University and the Uganda Virus Research Institute (UVRI), with support from WHO and other partners, have worked tirelessly to get the trial ready in 4 days since the outbreak was confirmed on 30 January. It is the first trial to assess the clinical efficacy of a vaccine against Ebola disease due to Sudan virus. The speed was achieved through advanced research preparedness, while ensuring full compli",,health,,,1738595364.0,https://www.who.int/news/item/03-02-2025-groundbreaking-ebola-vaccination-trial-launches-today-in-uganda
Sudan,rss_www.who.int,urn:uuid:48ffac4d-83d8-49ac-8280-0ce169ca4de3,WHO and partners enable access to candidate vaccine and treatments for outbreak of Sudan Ebola virus disease in Uganda,"WHO and partners have immediately boosted their support to the Ugandan government’s response to an outbreak of Sudan virus disease outbreak (SVD, part of the Ebola family), including by facilitating access to a candidate vaccine and candidate treatments. The first 2160 doses of the vaccine candidate and the treatments are already in Kampala, Uganda, as they were prepositioned as part of outbreak preparedness.

The vaccine trial processes underway include orientation of the research teams on the trial procedures, and logistics arrangements. Research teams have been deployed to the field to work along with the surveillance teams as approvals are awaited.

The candidate vaccine and the candidate treatments (a monoclonal antibody and an antiviral) are being made available through clinical trial protocols, which will make it possible to further document their efficacy and safety.

As of 30 January, there was one confirmed case and 45 contacts who are being followed up.

Uganda has experienc",,health,,,1738341019.0,https://www.who.int/news/item/31-01-2025-who-and-partners-enable-access-to-candidate-vaccine-and-treatments-for-outbreak-of-sudan-ebola-virus-disease-in-uganda
Sudan,rss_www.who.int,urn:uuid:acb1ee43-7123-4ecd-af94-57be51cbd4e7,WHO launches US$ 1.5 billion Health Emergency Appeal to tackle unprecedented global health crises,"Conflict, climate change, epidemics, and displacement are converging to create an unparalleled global health crisis, with 305 million people in urgent need of humanitarian assistance in 2025. In response, the World Health Organization (WHO) is calling for US$ 1.5 billion for its 2025 Health Emergency Appeal (HEA), to support life-saving health interventions worldwide.

The appeal, launched today by WHO Director-General, Dr Tedros Adhanom Ghebreyesus, outlines the critical priorities and resources needed to address 42 ongoing health emergencies, including 17 Grade 3 crises – the most severe emergencies requiring the highest level of response. With health systems stretched to their limits and global financial resources dwindling, the US$ 1.5 billion are needed to help people facing the most difficult situations

“Conflicts, outbreaks, climate-related disasters and other health emergencies are no longer isolated or occasional – they are relentless, overlapping and intensifying,” said Dr T",,health,,,1737013460.0,https://www.who.int/news/item/16-01-2025-who-launches-us-1.5-billion-health-emergency-appeal-to-tackle-unprecedented-global-health-crises
Switzerland,rss_www.who.int,urn:uuid:57534cbb-4724-477f-b986-d895481896e5,WHO and Switzerland cement cooperation until 2028,"WHO and Switzerland have announced the renewal of their cooperation strategy for the period 2024-2028. In 2013, Switzerland became the first high-income country in the WHO European Region to pilot a cooperation strategy with WHO (hereafter referred to as the WHO-Switzerland Cooperation Strategy). In 2022, WHO and Switzerland jointly decided to update and renew this cooperation strategy, which was done on 4 March 2025 at the Regional Office of the WHO in Copenhagen, Denmark.

Visit the WHO/Europe website to read the news release and learn more about the WHO—Switzerland country cooperation strategy 2024—2028.

Read more about the WHO-Switzerland partnership for the global BioHub system.

Barbara Schedler, Ambassador for Global Health at the Swiss Federal Office of Public Health, and Dr Henri P. Kluge, WHO Regional Director for Europe, agreed on the way forward for closer collaboration. Photo by: WHO/EURO",,health,,,1741331331.0,https://www.who.int/news/item/07-03-2025-who-and-switzerland-cement-cooperation-until-2028
The Gambia,rss_www.who.int,urn:uuid:d9ddb341-77e5-4f57-b16a-1f79052af941,Strengthening alliances and building movements to end female genital mutilation,"Female genital mutilation is a violation of human rights that inflicts deep and lifelong physical, emotional and psychological scars on girls and women. This harmful practice affects more than 230 million girls and women today. An estimated 27 million more girls could endure this violation of their rights and dignity by 2030 if we do not take action now.



Today, on the International Day of Zero Tolerance for Female Genital Mutilation, and in response to the theme ""Stepping up the pace: Strengthening alliances and building movements to end female genital mutilation"", UNFPA, UNICEF and WHO reaffirm our commitment to work together with countries and communities to end this harmful practice – once and for all.



There is hope. Many countries have seen a decline in the prevalence of female genital mutilation. We are witnessing progress in countries like Kenya and Uganda, where collaborative action and community-led initiatives are proving that by strengthening alliances and building move",,health,,,1738743691.0,https://www.who.int/news/item/06-02-2025-strengthening-alliances-and-building-movements-to-end-female-genital-mutilation
Uganda,rss_www.who.int,urn:uuid:d9ddb341-77e5-4f57-b16a-1f79052af941,Strengthening alliances and building movements to end female genital mutilation,"Female genital mutilation is a violation of human rights that inflicts deep and lifelong physical, emotional and psychological scars on girls and women. This harmful practice affects more than 230 million girls and women today. An estimated 27 million more girls could endure this violation of their rights and dignity by 2030 if we do not take action now.



Today, on the International Day of Zero Tolerance for Female Genital Mutilation, and in response to the theme ""Stepping up the pace: Strengthening alliances and building movements to end female genital mutilation"", UNFPA, UNICEF and WHO reaffirm our commitment to work together with countries and communities to end this harmful practice – once and for all.



There is hope. Many countries have seen a decline in the prevalence of female genital mutilation. We are witnessing progress in countries like Kenya and Uganda, where collaborative action and community-led initiatives are proving that by strengthening alliances and building move",,health,,,1738743691.0,https://www.who.int/news/item/06-02-2025-strengthening-alliances-and-building-movements-to-end-female-genital-mutilation
Uganda,rss_www.who.int,urn:uuid:e9da87e5-359e-429e-b995-afcd3adada12,Groundbreaking Ebola vaccination trial launches today in Uganda,"In a global first, Uganda’s Ministry of Health, the World Health Organization (WHO) and other partners today launched a first-ever clinical efficacy trial for a vaccine from Ebola from the Sudan species of the virus, and at an unprecedented speed for a randomized vaccine trial, in an emergency. This is the first trial to assess the clinical efficacy of a vaccine against Ebola Sudan virus disease. IAVI, the provider of the vaccine, conducted trials for safety and immunogenicity. It is also the first clinical trial of the vaccine during an outbreak.

The principal investigators from Makerere University and the Uganda Virus Research Institute (UVRI), with support from WHO and other partners, have worked tirelessly to get the trial ready in 4 days since the outbreak was confirmed on 30 January. It is the first trial to assess the clinical efficacy of a vaccine against Ebola disease due to Sudan virus. The speed was achieved through advanced research preparedness, while ensuring full compli",,health,,,1738595364.0,https://www.who.int/news/item/03-02-2025-groundbreaking-ebola-vaccination-trial-launches-today-in-uganda
Uganda,rss_www.who.int,urn:uuid:48ffac4d-83d8-49ac-8280-0ce169ca4de3,WHO and partners enable access to candidate vaccine and treatments for outbreak of Sudan Ebola virus disease in Uganda,"WHO and partners have immediately boosted their support to the Ugandan government’s response to an outbreak of Sudan virus disease outbreak (SVD, part of the Ebola family), including by facilitating access to a candidate vaccine and candidate treatments. The first 2160 doses of the vaccine candidate and the treatments are already in Kampala, Uganda, as they were prepositioned as part of outbreak preparedness.

The vaccine trial processes underway include orientation of the research teams on the trial procedures, and logistics arrangements. Research teams have been deployed to the field to work along with the surveillance teams as approvals are awaited.

The candidate vaccine and the candidate treatments (a monoclonal antibody and an antiviral) are being made available through clinical trial protocols, which will make it possible to further document their efficacy and safety.

As of 30 January, there was one confirmed case and 45 contacts who are being followed up.

Uganda has experienc",,health,,,1738341019.0,https://www.who.int/news/item/31-01-2025-who-and-partners-enable-access-to-candidate-vaccine-and-treatments-for-outbreak-of-sudan-ebola-virus-disease-in-uganda
United Kingdom,rss_www.who.int,urn:uuid:be9a803c-edfd-4dbe-93d4-d3da5c5333d7,"Dire health and humanitarian crisis in eastern Democratic Republic of the Congo prompts escalation of efforts by WHO, partners","The recent surge in violence in the eastern Democratic Republic of the Congo has led to significant loss of life, trauma, displacement, and the destruction of critical health infrastructure, exacerbating an already dire situation for millions of people.

The situation remains tense and volatile, and the health needs are immense. WHO remains on the ground, and has continued to respond to the health needs by providing lifesaving medical supplies, supporting health workers, and coordinating the emergency response.

Hospitals and morgues are overwhelmed. Since 26 January, 3082 injured and 843 dead have been reported from 31 health facilities in and around Goma, North Kivu.

With the alarming expansion of violence further south, 65 injuries were reported from 3 hospitals in South Kivu.

These numbers are expected to rise further as more injured people are able to reach health facilities and more dead bodies are gathered off the streets. Wound infections are a risk for those who have not bee",,health,,,1738897312.0,https://www.who.int/news/item/07-02-2025-dire-health-and-humanitarian-crisis-in-eastern-democratic-republic-of-the-congo-prompts-escalation-of-efforts-by-who--partners
United States,rss_www.who.int,urn:uuid:be9a803c-edfd-4dbe-93d4-d3da5c5333d7,"Dire health and humanitarian crisis in eastern Democratic Republic of the Congo prompts escalation of efforts by WHO, partners","The recent surge in violence in the eastern Democratic Republic of the Congo has led to significant loss of life, trauma, displacement, and the destruction of critical health infrastructure, exacerbating an already dire situation for millions of people.

The situation remains tense and volatile, and the health needs are immense. WHO remains on the ground, and has continued to respond to the health needs by providing lifesaving medical supplies, supporting health workers, and coordinating the emergency response.

Hospitals and morgues are overwhelmed. Since 26 January, 3082 injured and 843 dead have been reported from 31 health facilities in and around Goma, North Kivu.

With the alarming expansion of violence further south, 65 injuries were reported from 3 hospitals in South Kivu.

These numbers are expected to rise further as more injured people are able to reach health facilities and more dead bodies are gathered off the streets. Wound infections are a risk for those who have not bee",,health,,,1738897312.0,https://www.who.int/news/item/07-02-2025-dire-health-and-humanitarian-crisis-in-eastern-democratic-republic-of-the-congo-prompts-escalation-of-efforts-by-who--partners
United States,rss_www.who.int,urn:uuid:ffe91337-df79-4ab9-a801-084a7980d60c,WHO statement on potential global threat to people living with HIV,"The World Health Organization (WHO) expresses deep concern about the implications of the immediate funding pause for HIV programmes in low- and middle-income countries. These programmes provide access to life-saving HIV therapy to more than 30 million people worldwide. Globally, 39.9 million people were living with HIV at the end of 2023.

A funding halt for HIV programmes can put people living with HIV at immediate increased risk of illness and death and undermine efforts to prevent transmission in communities and countries. Such measures, if prolonged, could lead to rises in new infections and deaths, reversing decades of progress and potentially taking the world back to the 1980s and 1990s when millions died of HIV every year globally, including many in the United States of America.

For the global community, this could result in significant setbacks to progress in partnerships and investments in scientific advances that have been the cornerstone of good public health programming, i",,health,,,1738075783.0,https://www.who.int/news/item/28-01-2025-who-statement-on-potential-global-threat-to-people-living-with-hiv
United States,rss_www.who.int,urn:uuid:324a9987-f264-4bf7-aece-36750dca9f6d,WHO comments on United States’ announcement of intent to withdraw,"The World Health Organization regrets the announcement that the United States of America intends to withdraw from the Organization.

WHO plays a crucial role in protecting the health and security of the world’s people, including Americans, by addressing the root causes of disease, building stronger health systems, and detecting, preventing and responding to health emergencies, including disease outbreaks, often in dangerous places where others cannot go.

The United States was a founding member of WHO in 1948 and has participated in shaping and governing WHO’s work ever since, alongside 193 other Member States, including through its active participation in the World Health Assembly and Executive Board. For over seven decades, WHO and the USA have saved countless lives and protected Americans and all people from health threats. Together, we ended smallpox, and together we have brought polio to the brink of eradication. American institutions have contributed to and benefited from members",,health,,,1737434089.0,https://www.who.int/news/item/21-01-2025-who-comments-on-united-states--announcement-of-intent-to-withdraw
