country,source,post_id,title,text,comments,category,sentiment_score,upvotes,created_utc,url
Canada,rss_www.hrw.org,https://www.hrw.org/news/2025/03/07/celebrating-afghan-womens-achievements,Celebrating Afghan Women’s Achievements,"Click to expand Image Protesters hold placards at a demonstration calling for women's rights in Afghanistan, in Parliament Square in London on March 8, 2024, on International Women's Day (IWD). © 2024 Henry Nicholls/AFP via Getty Images

This International Women’s Day we celebrate Afghan women’s bold resistance. Since the Taliban’s takeover of Afghanistan in August 2021, women have fought for their rights in a country where even their voices are deemed sinful and illegal, and their activism has been punished with torture.

But over the last year, thanks to their relentless courage and advocacy, we have witnessed important – if insufficient – steps toward holding the Taliban accountable.

In September, Australia, Canada, Germany, and the Netherlands pledged to hold the Taliban to account for violations of the United Nations Convention on the Elimination of All Forms of Discrimination against Women. This process could lead to proceedings against Afghanistan at the International Court of ",,social,,,1741346725.0,https://www.hrw.org/news/2025/03/07/celebrating-afghan-womens-achievements
China,rss_feeds.feedburner.com,en.video.talk.ted.com:146928,"Trump, Europe, Ukraine and the uncertain world order | Ian Bremmer","Headlines have been swirling as President Trump enters his second month back in office and his policies come into focus. In this urgent, fast-paced conversation, political scientist Ian Bremmer defines what we should pay attention to, digging into a newly fractured US-Europe relationship, the potential future of Ukraine and moves in Gaza, China and within the United States itself. (This interview, hosted by TED’s Helen Walters, was recorded on February 24, 2025.)",,social,,,1740650130.0,https://www.ted.com/talks/ian_bremmer_trump_europe_ukraine_and_the_uncertain_world_order?rss=172BB350-0205
China,rss_feeds.feedburner.com,en.video.talk.ted.com:144113,The potential US TikTok ban — and what's at stake | Clay Shirky,"The clock is ticking on social media giant TikTok, which faces a nationwide ban in the United States unless its parent company, ByteDance, sells it by January 19. Social media theorist Clay Shirky unpacks why the US is trying to ban TikTok, what it means for the app's users and creators and the implications for national security, freedom of speech, US-China relations and more. (This interview, hosted by TED's Whitney Pennington Rodgers, was recorded on January 8, 2025.)",,social,,,1736449506.0,https://www.ted.com/talks/clay_shirky_the_potential_us_tiktok_ban_and_what_s_at_stake?rss=172BB350-0205
China,rss_feeds.feedburner.com,en.video.talk.ted.com:143986,The biggest global risks for 2025 | Ian Bremmer,"2025 ushers in one of the most dangerous periods in world history — on par with the 1930s and early Cold War, says Ian Bremmer, president and founder of Eurasia Group and GZERO Media. Highlighting the top geopolitical risks for the year ahead, Bremmer explores the impact of Donald Trump’s return to power in the US, the breakdown of the US-China relationship, the consequences of a rogue Russia, the future of unchecked AI development and more, plus some bright spots amid these unprecedented challenges. (This interview, hosted by TED’s Helen Walters, was recorded on January 6, 2025.)",,social,,,1736331389.0,https://www.ted.com/talks/ian_bremmer_the_biggest_global_risks_for_2025?rss=172BB350-0205
China,rss_www.hrw.org,https://www.hrw.org/news/2025/03/12/mozambique-police-fire-opposition-parade,Mozambique: Police Fire on Opposition Parade,"Click to expand Image Protesters show pistol and rifle bullet cartridges fired by police to disperse a march in Maputo, Mozambique, March 5, 2025. © 2025 REGULO CUNA/EPA-EFE/Shutterstock

(Johannesburg) – Mozambique police fired on a peaceful opposition parade on March 5, 2025, injuring at least 16 people, including 2 children, Human Rights Watch said today. Hundreds of people sang, cheered, and danced in the parade, led by the former presidential candidate Venancio Mondlane, in the capital, Maputo, before being attacked.

The parade, involving a convoy of some six vehicles, had moved without incident for about three kilometers amid police units deployed across the city ahead of the signing ceremony for a political agreement that day. The agreement, between President Daniel Chapo and various political parties, but excluding Mondlane, aimed to start a two-year dialogue toward achieving reforms to end the country’s post-electoral crisis.

“The Mozambican police’s use of lethal force agai",,social,,,1741786200.0,https://www.hrw.org/news/2025/03/12/mozambique-police-fire-opposition-parade
China,rss_www.hrw.org,https://www.hrw.org/news/2025/03/11/myanmar-juntas-farcical-plans-elections,Myanmar Junta’s Farcical Plans for Elections,"Click to expand Image Sr. Gen. Min Aung Hlaing during the National Defense and Security Council meeting in Naypyidaw, Myanmar, January 31, 2023. © 2023 The Military True News Information Team via AP Photo

On Saturday, Myanmar’s junta leader, Sr. Gen. Min Aung Hlaing, announced during a visit to Belarus that the country would hold national elections by January 2026.

If the proposed timeframe holds, Myanmar’s citizens would head to the polls under a junta that has been committing numerous atrocities since the military took power in a February 2021 coup. Widespread repression, including the arbitrary detention of opposition politicians and the dissolution and criminalization of their political parties, has created a climate of fear that makes free and fair elections impossible. Military abuses are rampant in areas contested by ethnic armed groups and anti-junta forces.

Myanmar’s generals do not control enough of the country to hold credible elections. Last October, the military conduct",,social,,,1741693601.0,https://www.hrw.org/news/2025/03/11/myanmar-juntas-farcical-plans-elections
China,rss_www.hrw.org,https://www.hrw.org/news/2025/03/09/governments-should-step-support-tibetans-exile,Governments Should Step Up Support for Tibetans in Exile,"Click to expand Image Tibetan monks in exile in India take part in a peace march commemorating the 1959 Tibetan uprising against Chinese rule, near Dharamsala, March 10, 2024. © 2024 Sanjay Baid/AFP via Getty Images

Today, March 10, 2025, Tibetans worldwide commemorate the 1959 uprising in Tibet.

After nearly 70 years of repressive Chinese state rule, government policies that seek to forcibly assimilate non-Han peoples in China under President Xi Jinping represent an alarming turn for the worse for Tibetans.

While the Chinese government’s crimes against humanity against Uyghurs and other Turkic Muslims in Xinjiang received global attention, the slow drip of news about its intensifying repression against Tibetans has garnered less notice due to ever more intrusive and watertight policing, surveillance, and censorship in Tibetan areas.

In Tibet, there is no independent civil society, freedom of expression, association, assembly, or religion. Under the pretext of national policing cam",,social,,,1741537800.0,https://www.hrw.org/news/2025/03/09/governments-should-step-support-tibetans-exile
China,rss_www.hrw.org,https://www.hrw.org/news/2025/03/05/north-korea-escapees-describe-covid-linked-repression,North Korea: Escapees Describe Covid-Linked Repression,"Click to expand Image Kim Il Hyuk, who escaped from North Korea, speaks at the 55th session of the United Nations Human Rights Council on March 15, 2024. © 2024 Hanvoice

People who have escaped from North Korea since the start of the Covid-19 pandemic have described severe repression and restrictions on economic activity.

North Korean escapees’ accounts illustrate the devastating impact of the government's oppressive Covid-19 measures that further shrank people’s already limited freedoms.

The UN Human Rights Council should renew the mandate of the UN special rapporteur on North Korea and update the mandate of the UN Office of the High Commissioner for Human Rights for North Korea investigation.

(Seoul) – People who have escaped from the Democratic People’s Republic of Korea (North Korea) since the start of the Covid-19 pandemic have described the government’s severe repression and restrictions on economic activity since the pandemic, the Transitional Justice Working Group (TJWG) an",,social,,,1741195800.0,https://www.hrw.org/news/2025/03/05/north-korea-escapees-describe-covid-linked-repression
Egypt,rss_www.hrw.org,https://www.hrw.org/news/2025/03/10/bulgaria-saudi-activist-risk-deportation,Bulgaria: Saudi Activist at Risk of Deportation,"Click to expand Image Abdulrahman al-Khalidi. © Private

(Beirut) – Bulgarian authorities should suspend any plans to deport Saudi human rights defender Abdulrahman al-Khalidi to Saudi Arabia, and should allow his resettlement to a third country, twenty organizations said today. Bulgarian authorities would violate the Bulgarian, European, and international law obligation of nonrefoulement, which bars returning someone to a country where they would risk facing torture or ill-treatment if they deport this highly visible critic of the Saudi government.

Bulgaria’s National Security Agency issued an expulsion order against al-Khalidi in February 2024. On October 21, 2024, the Sofia Administrative Court ruling confirmed the expulsion order, imposing compulsory expulsion to Saudi Arabia, according to Al-Khalidi’s lawyer. Al-Khalidi has a separate pending asylum case and his lawyer in Bulgaria told Human Rights Watch that his expulsion order cannot be executed unless his asylum appeals are ex",,social,,,1741599000.0,https://www.hrw.org/news/2025/03/10/bulgaria-saudi-activist-risk-deportation
France,rss_www.hrw.org,https://www.hrw.org/news/2025/03/12/dr-congo-rwanda-backed-m23-target-journalists-activists,"DR Congo: Rwanda-Backed M23 Target Journalists, Activists","Members of the Rwandan-backed M23 armed group secure a street prior to the arrival of the leader of Alliance Fleuve Congo (AFC), an alliance of political parties and armed groups including the M23, in Goma, Democratic Republic of Congo, on February 1, 2025.



(Nairobi) – The Rwanda-backed M23 armed group and the allied Alliance Fleuve Congo (AFC) have threatened, detained, and attacked journalists, critics, and civil society activists since capturing Goma in eastern Democratic Republic of Congo in late January 2025, Human Rights Watch said today. The Alliance Fleuve Congo is a politico-military coalition that includes the M23.

In North and South Kivu provinces, M23 fighters have raided homes, made death threats, and threatened reprisals, undermining independent media and the work of civil society groups. M23 fighters have also detained civil society leaders and committed summary executions, including killing a singer and activist at his home and five men doing forced labor.

“The Rwa",,social,,,1741732200.0,https://www.hrw.org/news/2025/03/12/dr-congo-rwanda-backed-m23-target-journalists-activists
France,rss_www.hrw.org,https://www.hrw.org/news/2025/03/07/israel/lebanon-hezbollah-attacks-endangered-civilians,Israel/Lebanon: Hezbollah Attacks Endangered Civilians,"Click to expand Image A destroyed structure in Metula, which became the site of heavy rocket barrages from Lebanon, amid cross-border hostilities between Hezbollah and Israel, November 18, 2024. © 2024 Thomas Peter/Reuters

(New York) – Hezbollah failed to take adequate precautions to protect civilians between September and November 2024, Human Rights Watch said today. Hezbollah used explosive weapons in populated areas in parts of northern Israel and failed to effectively warn civilians of attacks.

Human Rights Watch has previously documented a series of apparent war crimes and unlawful attacks by the Israeli military in Lebanon.Since the November 27, 2024 ceasefire deal, Israeli attacks have reportedly killed at least 59 people in Lebanon.

“Deadly, unlawful attacks by the Israeli military in Lebanon don’t give Hezbollah a free pass to endanger civilians by firing explosive weapons into northern Israel,” said Adam Coogle, deputy Middle East director at Human Rights Watch. “An intern",,social,,,1741303800.0,https://www.hrw.org/news/2025/03/07/israel/lebanon-hezbollah-attacks-endangered-civilians
Georgia,rss_www.hrw.org,https://www.hrw.org/news/2025/03/07/un-panel-discusses-need-stronger-protections-platform-workers,UN Panel Discusses Need for Stronger Protections for Platform Workers,"Click to expand Image Delivery workers carry Uber Eats and Didi bags in Mexico City, Mexico, on December 12, 2024. © 2024 Mayolo Lopez Gutierrez/Bloomberg via Getty Images

Today, the United Nations Human Rights Council (HRC) held a panel discussion on the challenges to realizing the rights to work and social security in the informal economy. One critical issue raised was the growth of platform work, known as gig work, where workers find and perform jobs through digital labor platforms like Uber, DoorDash, and Instacart.

While platform companies promote flexibility, the reality for many workers is exclusion from labor and social security rights.

As Deputy UN High Commissioner for Human Rights Nada Al-Nashif noted: “We find ourselves at a moment of considerable change in the world of work. Rapidly evolving technologies are transforming jobs. These technologies have brought improvements to workplace safety and have provided greater flexibility for workers. But they also carry risks and",,social,,,1741359022.0,https://www.hrw.org/news/2025/03/07/un-panel-discusses-need-stronger-protections-platform-workers
Germany,rss_www.hrw.org,https://www.hrw.org/news/2025/03/07/celebrating-afghan-womens-achievements,Celebrating Afghan Women’s Achievements,"Click to expand Image Protesters hold placards at a demonstration calling for women's rights in Afghanistan, in Parliament Square in London on March 8, 2024, on International Women's Day (IWD). © 2024 Henry Nicholls/AFP via Getty Images

This International Women’s Day we celebrate Afghan women’s bold resistance. Since the Taliban’s takeover of Afghanistan in August 2021, women have fought for their rights in a country where even their voices are deemed sinful and illegal, and their activism has been punished with torture.

But over the last year, thanks to their relentless courage and advocacy, we have witnessed important – if insufficient – steps toward holding the Taliban accountable.

In September, Australia, Canada, Germany, and the Netherlands pledged to hold the Taliban to account for violations of the United Nations Convention on the Elimination of All Forms of Discrimination against Women. This process could lead to proceedings against Afghanistan at the International Court of ",,social,,,1741346725.0,https://www.hrw.org/news/2025/03/07/celebrating-afghan-womens-achievements
Greece,rss_www.hrw.org,https://www.hrw.org/news/2025/03/06/greece-rail-crash-highlights-wider-rule-law-failings,Greece: Rail Crash Highlights Wider Rule of Law Failings,"Click to expand Image Flowers and the names of the victims of the Tempi train accident are displayed during a sit-in protest organized by the Association of Relatives of the Tempi Victims in Athens, Greece, January 26, 2025. © 2025 Giorgos Arapekos/NurPhoto via AP Photo

(Athens) - The Greek parliament’s decision to investigate a possible coverup for a fatal train crash two years ago is an opportunity to address wider rule of law failings exposed by the disastrous state response to the tragedy, Human Rights Watch said today.

On March 4, 2025, following historic nationwide protests, the Greek Parliament established a preliminary inquiry committee to examine if then-Deputy Minister to the Prime Minister Christos Triantopoulos impeded the crash investigation with the alleged speedy disposal of debris and tampering with the crash site. The ongoing parliament debate about the tragedy on February 28, 2023, outside Tempi, in central Greece, including a no-confidence vote in the government, c",,social,,,1741229726.0,https://www.hrw.org/news/2025/03/06/greece-rail-crash-highlights-wider-rule-law-failings
India,rss_www.hrw.org,https://www.hrw.org/news/2025/03/11/myanmar-juntas-farcical-plans-elections,Myanmar Junta’s Farcical Plans for Elections,"Click to expand Image Sr. Gen. Min Aung Hlaing during the National Defense and Security Council meeting in Naypyidaw, Myanmar, January 31, 2023. © 2023 The Military True News Information Team via AP Photo

On Saturday, Myanmar’s junta leader, Sr. Gen. Min Aung Hlaing, announced during a visit to Belarus that the country would hold national elections by January 2026.

If the proposed timeframe holds, Myanmar’s citizens would head to the polls under a junta that has been committing numerous atrocities since the military took power in a February 2021 coup. Widespread repression, including the arbitrary detention of opposition politicians and the dissolution and criminalization of their political parties, has created a climate of fear that makes free and fair elections impossible. Military abuses are rampant in areas contested by ethnic armed groups and anti-junta forces.

Myanmar’s generals do not control enough of the country to hold credible elections. Last October, the military conduct",,social,,,1741693601.0,https://www.hrw.org/news/2025/03/11/myanmar-juntas-farcical-plans-elections
India,rss_www.hrw.org,https://www.hrw.org/news/2025/03/09/governments-should-step-support-tibetans-exile,Governments Should Step Up Support for Tibetans in Exile,"Click to expand Image Tibetan monks in exile in India take part in a peace march commemorating the 1959 Tibetan uprising against Chinese rule, near Dharamsala, March 10, 2024. © 2024 Sanjay Baid/AFP via Getty Images

Today, March 10, 2025, Tibetans worldwide commemorate the 1959 uprising in Tibet.

After nearly 70 years of repressive Chinese state rule, government policies that seek to forcibly assimilate non-Han peoples in China under President Xi Jinping represent an alarming turn for the worse for Tibetans.

While the Chinese government’s crimes against humanity against Uyghurs and other Turkic Muslims in Xinjiang received global attention, the slow drip of news about its intensifying repression against Tibetans has garnered less notice due to ever more intrusive and watertight policing, surveillance, and censorship in Tibetan areas.

In Tibet, there is no independent civil society, freedom of expression, association, assembly, or religion. Under the pretext of national policing cam",,social,,,1741537800.0,https://www.hrw.org/news/2025/03/09/governments-should-step-support-tibetans-exile
Iraq,rss_www.hrw.org,https://www.hrw.org/news/2025/03/10/iraq-personal-status-law-amendment-sets-back-womens-rights,Iraq: Personal Status Law Amendment Sets Back Women’s Rights,"Click to expand Image A woman holds a sign protesting women being deprived of their rights in marriage in Tahrir Square, Baghdad, Iraq, August 8, 2024. © AHMAD AL-RUBAYE/AFP via Getty Images

(Beirut) – After months of legal and political wrangling, an amendment to Iraq’s Personal Status Law that entered into force on February 17, 2025, violates women’s and girls’ rights to equality before the law and puts them at risk of other abuses, Human Rights Watch said today. Persistent pressure and advocacy by women’s rights groups partly reduced the amendment’s harm by retaining provisions for the minimum age of marriage, child custody, and polygamy, but the amended law contains other provisions that threaten women’s and girls’ rights.

Under the new law, couples concluding a marriage contract can choose whether the Personal Status Law of 1959 or a Personal Status Code (mudawana), to be developed by the Shia Ja’afari school of Islamic jurisprudence, would govern their marriage, divorce, childr",,social,,,1741559400.0,https://www.hrw.org/news/2025/03/10/iraq-personal-status-law-amendment-sets-back-womens-rights
Israel,rss_www.hrw.org,https://www.hrw.org/news/2025/03/07/israel/lebanon-hezbollah-attacks-endangered-civilians,Israel/Lebanon: Hezbollah Attacks Endangered Civilians,"Click to expand Image A destroyed structure in Metula, which became the site of heavy rocket barrages from Lebanon, amid cross-border hostilities between Hezbollah and Israel, November 18, 2024. © 2024 Thomas Peter/Reuters

(New York) – Hezbollah failed to take adequate precautions to protect civilians between September and November 2024, Human Rights Watch said today. Hezbollah used explosive weapons in populated areas in parts of northern Israel and failed to effectively warn civilians of attacks.

Human Rights Watch has previously documented a series of apparent war crimes and unlawful attacks by the Israeli military in Lebanon.Since the November 27, 2024 ceasefire deal, Israeli attacks have reportedly killed at least 59 people in Lebanon.

“Deadly, unlawful attacks by the Israeli military in Lebanon don’t give Hezbollah a free pass to endanger civilians by firing explosive weapons into northern Israel,” said Adam Coogle, deputy Middle East director at Human Rights Watch. “An intern",,social,,,1741303800.0,https://www.hrw.org/news/2025/03/07/israel/lebanon-hezbollah-attacks-endangered-civilians
Jamaica,rss_feeds.feedburner.com,en.video.talk.ted.com:146381,The 7 pillars of unlocking potential | Anirudh Krishna,"Why do some countries have a seemingly endless supply of talent in certain fields? From Jamaica's sprinters to South Korea's golfers, public policy professor Anirudh Krishna explains why ""talent ladders"" — structured pathways to identify and nurture people's potential — are the best way to make sure everyone has the opportunity to thrive.",,social,,,1740048066.0,https://www.ted.com/talks/anirudh_krishna_the_7_pillars_of_unlocking_potential?rss=172BB350-0205
Japan,rss_feeds.feedburner.com,en.video.talk.ted.com:146101,Lessons from history for a better future | Roman Krznaric,"How can the lessons of the past help us navigate the turbulence of the present and future? Social philosopher Roman Krznaric explores why history isn’t just a record of what’s gone wrong — it’s also full of solutions, resilience and radical hope. From Edo Japan’s circular economy to the peaceful coexistence of cultures in medieval Spain, he reveals why looking backward can actually help us move forward.",,social,,,1740565280.0,https://www.ted.com/talks/roman_krznaric_lessons_from_history_for_a_better_future?rss=172BB350-0205
Japan,rss_www.hrw.org,https://www.hrw.org/news/2025/03/11/myanmar-juntas-farcical-plans-elections,Myanmar Junta’s Farcical Plans for Elections,"Click to expand Image Sr. Gen. Min Aung Hlaing during the National Defense and Security Council meeting in Naypyidaw, Myanmar, January 31, 2023. © 2023 The Military True News Information Team via AP Photo

On Saturday, Myanmar’s junta leader, Sr. Gen. Min Aung Hlaing, announced during a visit to Belarus that the country would hold national elections by January 2026.

If the proposed timeframe holds, Myanmar’s citizens would head to the polls under a junta that has been committing numerous atrocities since the military took power in a February 2021 coup. Widespread repression, including the arbitrary detention of opposition politicians and the dissolution and criminalization of their political parties, has created a climate of fear that makes free and fair elections impossible. Military abuses are rampant in areas contested by ethnic armed groups and anti-junta forces.

Myanmar’s generals do not control enough of the country to hold credible elections. Last October, the military conduct",,social,,,1741693601.0,https://www.hrw.org/news/2025/03/11/myanmar-juntas-farcical-plans-elections
